licenseNumber,licenseType,businessName,city,county,zip,phone,endorsementText,origRegisDate,status,gmbName,gmbAddress,gmbPhone,gmbWebsite,gmbRating,gmbReviews,gmbCategory,gmbMapsUrl,gmbExtra,processedAt,_outFile
259735,RGC,FISHER BLADE & HOE LLC,OREGON CITY,Clackamas,97045,5034007827,Residential General Contractor,02/09/2026,GMB Found - Website Available,Fisher Blade & Hoe,,+1 503-658-5313,https://fisherbh.com/,,0,Excavating contractor,"https://www.google.com/maps/place/Fisher+Blade+%26+Hoe/@45.4488925,-122.5975921,10z/data=!3m1!4b1!4m6!3m5!1s0x268046b704c44bf9:0x9f0449898937a46a!8m2!3d45.4488925!4d-122.597592!16s%2Fg%2F11z7772_cx?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJ-UvEBLdGgCYRaqQ3iYlJBJ8,2026-09-06T21:30:55.687Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259736,RGC,CLT CONSTRUCTION LLC,PLEASANT HILL,Lane,97455,5419123303,Residential General Contractor,01/14/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:CL Roofing LLC(0.00),2026-09-06T21:32:17.606Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259739,RGC,FULLER HANDYMAN AND CONSTRUCTION LLC,SPRINGFIELD,Lane,97477,5416542505,Residential General Contractor,01/13/2026,GMB Found - No Website,Fuller Handyman and Construction,,+1 541-654-2505,,,5,Handyman/Handywoman/Handyperson,"https://www.google.com/maps/place/Fuller+Handyman+and+Construction/@43.863966,-122.9990969,9z/data=!3m1!4b1!4m6!3m5!1s0x2cd7ee271a7e09a9:0x51a904d7b69347b0!8m2!3d43.863966!4d-122.9990969!16s%2Fg%2F11nb9_08bv?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJqQl-Gifu1ywRsEeTttcEqVE,2026-09-06T21:32:58.709Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259741,RGC,HTM GROUP LLC,UMATILLA,Umatilla,97882,5415713576,Residential General Contractor,01/28/2026,New Registration - No GMB,,,,,,,,,,2026-09-06T21:33:40.006Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259742,RGC,C3 CONTRACTORS LLC,CHRISTMAS VALLEY,Lake,97641,5415764597,Residential General Contractor,02/12/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Crossbeam Construction(0.00),2026-09-06T21:34:21.105Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259743,RGC,GINNAS MEJIA PAINTING & CONSTRUCTION LLC,BEAVERTON,Washington,97078,5035087910,Residential General Contractor,01/12/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Residential Construction Enterprise LLC(0.25),2026-09-06T21:35:43.055Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259744,RGC,FOUR POINT SOLUTIONS LLC,HAPPY VALLEY,Clackamas,97086,8082945161,Residential General Contractor,01/22/2026,GMB Found - Website Available,Four Point Solutions,,+1 503-708-6702,https://www.fourpointsolutionsnw.com/,,0,Construction company,"https://www.google.com/maps/place/Four+Point+Solutions/@44.3743764,-120.5834015,7z/data=!3m1!4b1!4m6!3m5!1s0xad7aa6116f30c851:0xdb421081de316124!8m2!3d44.3743764!4d-120.5834015!16s%2Fg%2F11z3wj6sht?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJUcgwbxGmeq0RJGEx3oEQQts,2026-09-06T21:36:24.252Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259745,RGC,ATTABOY HOME SERVICES LLC,MILWAUKIE,Clackamas,97267,5039333443,Residential General Contractor,01/27/2026,GMB Found - Website Available,Attaboy! Home Services LLC,,+1 503-933-3443,https://www.attaboypx.com/,,0,Carpenter,https://www.google.com/maps/place/Attaboy!+Home+Services+LLC/data=!4m7!3m6!1s0x2511a19d6d547bb:0xacb074c1c2277d92!8m2!3d45.4819691!4d-122.6021546!16s%2Fg%2F11yzxt81nn!19sChIJu0fV1hkaUQIRkn0nwsF0sKw?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1,place_id:ChIJu0fV1hkaUQIRkn0nwsF0sKw,2026-09-06T21:36:45.271Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259746,RGC,TREVI CONSTRUCTION LLC,DUNDEE,Yamhill,97115,5038999849,Residential General Contractor,01/15/2026,GMB Found - Website Available,Trevi Construction,,+1 503-899-9849,https://treviconstruction.com/,,0,Construction company,"https://www.google.com/maps/place/Trevi+Construction/@45.1538226,-122.9989741,10z/data=!3m1!4b1!4m6!3m5!1s0x8da997f478490161:0x4ccd5c5358823b77!8m2!3d45.1538226!4d-122.9989741!16s%2Fg%2F11z22y1jx_?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJYQFJePSXqY0RdzuCWFNczUw,2026-09-06T21:37:26.647Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259747,RGC,OREGON STONE PRO LLC,NEWBERG,Yamhill,97132,5035602965,Residential General Contractor,01/15/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:acorn landscape and construction llc(0.00),2026-09-06T21:38:48.517Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259748,RGC,SOUTHPAW CARPENTRY LLC,BEND,Deschutes,97703,5412418747,Residential General Contractor,02/19/2026,GMB Found - Website Available,Southpaw Carpentry,,+1 541-241-8747,https://southpawcarpentry.com/,,0,Carpenter,"https://www.google.com/maps/place/Southpaw+Carpentry/@44.1550445,-121.3588554,11z/data=!3m1!4b1!4m6!3m5!1s0xb08986ead67916d:0xdab656645bea840!8m2!3d44.1550445!4d-121.3588554!16s%2Fg%2F11ycbbgn0m?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJbZFnrW6YCAsRQKi-RWZlqw0,2026-09-06T21:39:29.699Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259749,RGC,NEWELL CONSTRUCTION LLC,WOODBURN,Marion,97071,9717199281,Residential General Contractor,01/26/2026,GMB Found - Website Available,Newell Construction INC,,+1 613-202-1707,https://newellconstruction.ca/,,3,Construction company,"https://www.google.com/maps/place/Newell+Construction+INC/@44.9369686,-78.9854346,8z/data=!3m1!4b1!4m6!3m5!1s0x635203471dc2e085:0x2532dcf89a2cd9f6!8m2!3d44.9369686!4d-78.9854346!16s%2Fg%2F11ywbp_z8v?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJheDCHUcDUmMR9tksmvjcMiU,2026-09-06T21:40:11.097Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259750,RGC,RADIA TREE SERVICE LLC,NEWBERG,Yamhill,97132,5035151913,Residential General Contractor,01/22/2026,GMB Found - No Website,Radia Tree Service LLC,,+1 971-492-7895,,,0,Tree service,https://www.google.com/maps/place/Radia+Tree+Service+LLC/data=!4m7!3m6!1s0x21f97aabdb0b248d:0xb5b6be1460d161c5!8m2!3d45.3064265!4d-122.957766!16s%2Fg%2F11zd634m00!19sChIJjSQL26t6-SERxWHRYBS-trU?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1,place_id:ChIJjSQL26t6-SERxWHRYBS-trU,2026-09-06T21:40:32.069Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259754,RSC,ABL SPECIALTY CONTRACTING LLC,INDEPENDENCE,Polk,97351,5039910329,Residential Specialty Contractor,02/05/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:ABL Construction(0.33),2026-09-06T21:41:13.340Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259755,RGC,PACIFIC BUILDWORKS CONSTRUCTION LLC,LINCOLN CITY,Lincoln,97367,9196008467,Residential General Contractor,01/20/2026,GMB Found - Website Available,Pacific Construction Solutions,"1595 NE Laurel Ave, Woodburn, OR 97071, United States",+1 971-432-7900,http://www.pacific.construction/,,22,Construction company,"https://www.google.com/maps/place/Pacific+Construction+Solutions/@45.1393597,-122.8391687,17z/data=!3m1!4b1!4m6!3m5!1s0x54955f2ed23bc6bb:0x9fbc459204835cc9!8m2!3d45.1393597!4d-122.8391687!16s%2Fg%2F11jn_t2f0r?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJu8Y70i5flVQRyVyDBJJFvJ8,2026-09-06T21:41:54.666Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259756,RGC,RIVER VANN INTERIORS LLC,KEIZER,Marion,97303,4428665517,Residential General Contractor,01/16/2026,GMB Found - Website Available,River Vann Interiors LLC,,+1 971-396-1998,https://rivervanninteriors.com/,,4,Interior designer,"https://www.google.com/maps/place/River+Vann+Interiors+LLC/@44.908333,-123.38812,10z/data=!3m1!4b1!4m6!3m5!1s0x498bef4dc0d4021f:0xbec1756be4e9a009!8m2!3d44.908333!4d-123.38812!16s%2Fg%2F11ywggwnm_?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJHwLUwE3vi0kRCaDp5Gt1wb4,2026-09-06T21:42:36.098Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259757,RGC,MONARCH FLOORING LLC,HILLSBORO,Washington,97124,9713341761,Residential General Contractor,01/16/2026,GMB Found - Website Available,Monarch Floor & Window Coverings,"1627 Ingleton Ave, Burnaby, BC V5C 4L8, Canada",+1 604-253-1009,http://monarchfloors.ca/,,26,Flooring store,"https://www.google.com/maps/place/Monarch+Floor+%26+Window+Coverings/@49.2699629,-123.0192065,17z/data=!3m1!4b1!4m6!3m5!1s0x5486772f0c547823:0x95a38c2b71b671b5!8m2!3d49.2699629!4d-123.0192065!16s%2Fg%2F1vyn3kff?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJI3hUDC93hlQRtXG2cSuMo5U,2026-09-06T21:43:17.571Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259758,RGC,HECETA BEACH CONSTRUCTION LLC,FLORENCE,Lane,97438,5415769180,Residential General Contractor,01/16/2026,GMB Found - Website Available,Heceta Beach Construction LLC,,+1 541-999-8821,http://hecetabeachconstruction.com/,,0,General contractor,"https://www.google.com/maps/place/Heceta+Beach+Construction+LLC/@43.86178,-124.1061085,11z/data=!3m1!4b1!4m6!3m5!1s0x44809b9e690a8f53:0xfc4b45896b5e7029!8m2!3d43.86178!4d-124.1061085!16s%2Fg%2F11zfw6k8b4?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJU48KaZ6bgEQRKXBea4lFS_w,2026-09-06T21:43:58.876Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259759,RSC,RICHARD CHARLES FREITAG,PORTLAND,Multnomah,97230,5033348695,Residential Specialty Contractor,01/22/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Portland(0.00),2026-09-06T21:44:19.868Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259760,RGC,TINNELL CONSTRUCTION LLC,SALEM,Marion,97306,5037793254,Residential General Contractor,01/12/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Salem(0.00),2026-09-06T21:44:40.831Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259762,RGC,MATTHEW SCOTT HOWELL,GRANTS PASS,Josephine,97527,5412540713,Residential General Contractor,01/16/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Josephine County District Attorney(0.00),2026-09-06T21:45:22.263Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259766,RGC,JR STOCKER CONSTRUCTION LLC,HERMISTON,Umatilla,97838,5415718034,Residential General Contractor,01/12/2026,GMB Found - Website Available,Knerr Construction Inc,"1565 N 1st St #2, Hermiston, OR 97838, United States",+1 541-567-6914,http://knerrconstruction.com/,,4,Construction company,"https://www.google.com/maps/place/Knerr+Construction+Inc/@45.852597,-119.290685,17z/data=!3m1!4b1!4m6!3m5!1s0x54a2b9158702d8a7:0xf429c6b5b2183105!8m2!3d45.852597!4d-119.290685!16s%2Fg%2F11tf28dht?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJp9gChxW5olQRBTEYsrXGKfQ,2026-09-06T21:46:03.707Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259768,RGC,MR HVAC HEATING AND COOLING LLC,FOREST GROVE,Washington,97116,5033848085,Residential General Contractor,02/11/2026,GMB Found - No Website,Mr.HVAC Heating and Cooling,,+1 503-858-2106,,,4,HVAC contractor,"https://www.google.com/maps/place/Mr.HVAC+Heating+and+Cooling/@45.5427145,-122.6543856,11z/data=!3m1!4b1!4m6!3m5!1s0x24034ea0ffc6ef1b:0x9cb442daecb40cec!8m2!3d45.5427145!4d-122.6543856!16s%2Fg%2F11nqf8hvj3?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJG-_G_6BOAyQR7Ay07NpCtJw,2026-09-06T21:46:45.070Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259769,RGC,BENCHMARK CABINET COATINGS LLC,BEND,Deschutes,97702,4402512573,Residential General Contractor,01/13/2026,GMB Found - Website Available,Benchmark Cabinet Coatings LLC,,+1 440-251-2573,http://www.benchmarkbend.com/,,3,Painter,"https://www.google.com/maps/place/Benchmark+Cabinet+Coatings+LLC/@44.0022925,-120.9494715,9z/data=!3m1!4b1!4m6!3m5!1s0xab643985397375d5:0x935bbf7dcb47508e!8m2!3d44.0022925!4d-120.9494715!16s%2Fg%2F11mzddz36d?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJ1XVzOYU5ZKsRjlBHy32_W5M,2026-09-06T21:47:26.488Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259770,RGC,AKI ENERGY ASSESSMENT AND RETROFIT LLC,PORTLAND,Multnomah,97266,9719859004,Residential General Contractor,01/30/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Orion Energy Score LLC(0.20),2026-09-06T21:48:28.200Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259771,RGC,FASTRACK RESET PROPERTY MAINTENANCE LLC,DAMASCUS,Clackamas,97089,3234230425,Residential General Contractor,03/10/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:FastTrack Excavation Inc.(0.00),2026-09-06T21:49:09.743Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259772,RGC,HOKANSON HOMES LLC,SANDY,Clackamas,97055,9717084875,Residential General Contractor,01/13/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Sandy(0.00),2026-09-06T21:49:30.757Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259773,RGC,ACA FLOORING & REMODELING LLC,PORTLAND,Multnomah,97233,3604093346,Residential General Contractor,01/16/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Alcor Design LLC(0.00),2026-09-06T21:50:53.273Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259774,RGC,ARMOR GENERAL CONTRACTING LLC,HAMMOND,Clatsop,97121,5037910070,Residential General Contractor,03/26/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:ARM CONSTRUCTION SERVICES(0.00),2026-09-06T21:51:34.842Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259775,RGC,ALLEN ENT LLC,BEND,Deschutes,97702,5416998864,Residential General Contractor,01/20/2026,New Registration - No GMB,,,,,,,,,"low_confidence_match_rejected:Central Oregon Ear, Nose and Throat(0.00)",2026-09-06T21:52:36.957Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259777,RGC,ELEVATE DEVELOPMENT GROUP LLC,REDMOND,Deschutes,97756,5413509605,Residential General Contractor,03/03/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Elevation Property Management(0.00),2026-09-06T21:52:58.282Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259779,RGC,LEVI LUIS CARD,SEASIDE,Clatsop,97138,5037391411,Residential General Contractor,01/14/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:The Lewis & Clark Salt Works(0.00),2026-09-06T21:53:39.715Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259783,CGC2,SUMMIT OPERATIONS GROUP LLC,LA PINE,Deschutes,97739,5419076061,Commercial General Contractor Level 2,01/21/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:La Pine(0.00),2026-09-06T21:54:01.025Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259783,RGC,SUMMIT OPERATIONS GROUP LLC,LA PINE,Deschutes,97739,5419076061,Residential General Contractor,01/21/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:La Pine(0.00),2026-09-06T21:54:22.255Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259786,RGC,BOSS PROBUILDERS LLC,OREGON CITY,Clackamas,97045,3609825528,Residential General Contractor,02/25/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Viper Construction(0.00),2026-09-06T21:55:24.332Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259789,RGC,TROY MICHAEL CAWVEY,MILWAUKIE,Multnomah,97222,9714219295,Residential General Contractor,02/23/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Multnomah County(0.00),2026-09-06T21:55:46.053Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259790,RGC,MGR PAINTING LLC,HILLSBORO,Washington,97123,5034311238,Residential General Contractor,01/20/2026,GMB Found - No Website,M B Painting,"1625 SE Brookwood Ave, Hillsboro, OR 97123, United States",+1 503-640-0632,,,4,Painting,https://www.google.com/maps/place/M+B+Painting/data=!4m7!3m6!1s0x54950fdde1cb456d:0x7783baa0b3913f9f!8m2!3d45.5075423!4d-122.9317873!16s%2Fg%2F11dxf1fd1x!19sChIJbUXL4d0PlVQRnz-Rs6C6g3c?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1,place_id:ChIJbUXL4d0PlVQRnz-Rs6C6g3c,2026-09-06T21:57:08.687Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259792,RGC,JORDAN NICHOLAS STAROSCIAK,GOLD BEACH,Curry,97444,3132903480,Residential General Contractor,01/16/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Curry General Hospital(0.00),2026-09-06T21:57:50.465Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259793,RGC,UNITE FENCING LLC,OREGON CITY,Clackamas,97045,5039841843,Residential General Contractor,01/20/2026,GMB Found - Website Available,Unite Fencing,,+1 503-984-1843,https://www.unitefencing.com/,,11,Fence contractor,"https://www.google.com/maps/place/Unite+Fencing/@45.2143619,-122.264562,10z/data=!3m1!4b1!4m6!3m5!1s0x549571ef7476d081:0xa2d3ecf7a1ef60c7!8m2!3d45.2143619!4d-122.264562!16s%2Fg%2F11xtb9f47m?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJgdB2dO9xlVQRx2Dvoffs06I,2026-09-06T21:58:32.079Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259794,RGC,PAX PLACE CONSTRUCTION LLC,SALEM,Marion,97306,5039918425,Residential General Contractor,01/26/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:PAS Construction LLC(0.33),2026-09-06T21:59:13.726Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259795,RGC,SPLASH BROTHERS PAINTING & RENOVATIONS LLC,SHERWOOD,Washington,97140,5412176537,Residential General Contractor,01/22/2026,GMB Found - Website Available,"Two Brothers Painting, LLC","22148 SW Hall St, Sherwood, OR 97140, United States",+1 503-201-7240,https://www.2brotherspainting.com/,,68,Painter,"https://www.google.com/maps/place/Two+Brothers+Painting,+LLC/@45.3597464,-122.8308922,17z/data=!3m1!4b1!4m6!3m5!1s0x54956d67cc1f3d5b:0x7fd232944ea354b6!8m2!3d45.3597464!4d-122.8308922!16s%2Fg%2F11s63fpj8b?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJWz0fzGdtlVQRtlSjTpQy0n8,2026-09-06T21:59:34.949Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259796,RGC,PRO FINISH CONSTRUCTION LLC,LAKE OSWEGO,Clackamas,97034,5033139529,Residential General Contractor,01/16/2026,New Registration - No GMB,,,,,,,,,"low_confidence_match_rejected:ProFinish Construction, LLC(0.33)",2026-09-06T22:00:57.548Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259802,RSC,CAYOCCA CONSTRUCTION LLC,CENTRAL POINT,Jackson,97502,5418214614,Residential Specialty Contractor,01/02/2026,GMB Found - No Website,Pacific Construction Company LLC,,+1 541-621-1631,,,6,General contractor,https://www.google.com/maps/place/Pacific+Construction+Company+LLC/data=!4m7!3m6!1s0x43b788034c389acf:0xb22bf4f2e355edb!8m2!3d42.39993!4d-123.0211896!16s%2Fg%2F11s5ny14dz!19sChIJz5o4TAOIt0MR2141Lk-_Igs?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1,place_id:ChIJz5o4TAOIt0MR2141Lk-_Igs,2026-09-06T22:01:39.202Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259803,RGC,NOVUM SANGUINEM INC,TIGARD,Washington,97223,9253215214,Residential General Contractor,01/21/2026,New Registration - No GMB,,,,,,,,,"low_confidence_match_rejected:Inovia Vein Specialty Centers, now part of Center for Vein Restoration(0.00)",2026-09-06T22:02:21.041Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259804,RGC,BACKWOODS YARD SERVICES LLC,TYGH VALLEY,Wasco,97063,5413400516,Residential General Contractor,02/17/2026,GMB Found - No Website,Backwoods services,,+1 208-916-2413,,,16,Property maintenance,"https://www.google.com/maps/place/Backwoods+services/@47.0542437,-115.6915715,7z/data=!3m1!4b1!4m6!3m5!1s0xc5ac150a054c999:0x39de663eb612de0d!8m2!3d47.0542437!4d-115.6915716!16s%2Fg%2F11yn01xvn2?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJmclUoFDBWgwRDd4Stj5m3jk,2026-09-06T22:03:02.693Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259805,RLC,ELEVATION NW LLC,BEND,Deschutes,97709,5034491145,Residential Limited Contractor,01/30/2026,GMB Found - Website Available,Elevation,"2555 NW Campus Village Way, Bend, OR 97703, United States",+1 541-318-3735,https://cascadeculinary.com/elevation/,,28,American restaurant,https://www.google.com/maps/place/Elevation/data=!4m7!3m6!1s0x54b8c85e763c3e6d:0x39f0e5daba8c5d99!8m2!3d44.0688638!4d-121.3531305!16s%2Fg%2F1hg4x80k9!19sChIJbT48dl7IuFQRmV2Mutrl8Dk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1,place_id:ChIJbT48dl7IuFQRmV2Mutrl8Dk,2026-09-06T22:03:23.992Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259806,RGC,SAFEHAVE FIRE HOME SERVICES LLC,BEND,Deschutes,97702,2063549059,Residential General Contractor,01/28/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Safehaven Fire(0.25),2026-09-06T22:04:05.708Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259807,CGC2,OVERLAND ELECTRIC LLC,BEND,Deschutes,97701,5416680731,Commercial General Contractor Level 2,01/22/2026,GMB Found - Website Available,Bend Electric Inc,"63349 Nels Anderson Rd, Bend, OR 97701, United States",+1 541-382-3589,http://bendelectric.net/,,25,Electrician,https://www.google.com/maps/place/Bend+Electric+Inc/data=!4m7!3m6!1s0x54b8cf2885282549:0x11a20d598064cd5e!8m2!3d44.0999231!4d-121.2981033!16s%2Fg%2F1tf3b832!19sChIJSSUohSjPuFQRXs1kgFkNohE?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1,place_id:ChIJSSUohSjPuFQRXs1kgFkNohE,2026-09-06T22:04:47.676Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259807,RGC,OVERLAND ELECTRIC LLC,BEND,Deschutes,97701,5416680731,Residential General Contractor,01/22/2026,GMB Found - Website Available,Bend Electric Inc,"63349 Nels Anderson Rd, Bend, OR 97701, United States",+1 541-382-3589,http://bendelectric.net/,,25,Electrician,https://www.google.com/maps/place/Bend+Electric+Inc/data=!4m7!3m6!1s0x54b8cf2885282549:0x11a20d598064cd5e!8m2!3d44.0999231!4d-121.2981033!16s%2Fg%2F1tf3b832!19sChIJSSUohSjPuFQRXs1kgFkNohE?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1,place_id:ChIJSSUohSjPuFQRXs1kgFkNohE,2026-09-06T22:05:29.479Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259808,RGC,STATELINE PLUMBING & DRAIN LLC,ADRIAN,Malheur,97901,5412123686,Residential General Contractor,04/10/2026,GMB Found - Website Available,Stateline Plumbing and Drain,,+1 541-212-3686,https://statelineplumbinganddrain.com/,,15,Plumber,"https://www.google.com/maps/place/Stateline+Plumbing+and+Drain/@43.6244725,-116.8560786,9z/data=!3m1!4b1!4m6!3m5!1s0x54afc582cff78c2d:0x15b7fdc2dabd2890!8m2!3d43.6244725!4d-116.8560786!16s%2Fg%2F11fspzt1d5?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJLYz3z4LFr1QRkCi92sL9txU,2026-09-06T22:06:11.131Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259809,RGC,WYATT NOLAND CONSTRUCTION LLC,HERMISTON,Umatilla,97838,5417014352,Residential General Contractor,01/26/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:PNW WORKS LLC(0.00),2026-09-06T22:06:32.516Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
